1000 10000
50 18 172
225 526 534
459 237 781
954 590 785
46 997 945
617 798 1012
137 459 731
541 766 625
688 959 329
112 747 642
283 774 554
819 527 692
160 183 360
601 331 455
99 64 831
532 869 360
428 809 277
204 403 816
472 588 313
198 446 563
954 550 512
472 501 263
862 104 672
250 167 521
999 999 218
928 928 819
41 381 653
994 91 876
301 765 410
729 984 636
17 599 702
723 71 988
418 895 954
33 226 462
747 814 378
881 338 943
876 643 189
1000 992 668
337 790 641
160 895 929
365 28 219
473 238 814
734 118 622
858 440 770
427 42 746
845 587 105
775 980 418
568 159 264
327 656 319
488 168 914
760 96 613
213 335 184
579 584 474
408 798 389
243 315 866
196 807 304
641 564 426
805 259 263
568 892 939
170 830 676
900 994 382
154 642 593
626 230 989
921 807 147
332 903 871
47 230 468
733 279 153
328 610 515
289 387 233
429 889 490
928 816 783
750 620 275
91 348 858
95 827 151
972 6 133
849 734 118
882 995 484
518 94 322
316 632 666
380 936 375
889 133 413
67 431 723
875 521 454
433 235 958
953 290 881
42 563 734
580 715 1006
397 552 534
695 137 130
203 739 92
479 681 475
471 187 329
526 456 573
268 613 116
961 8 882
433 429 523
257 68 250
289 923 556
241 622 509
963 217 299
623 576 536
641 738 585
167 281 344
182 370 715
126 636 799
552 368 971
271 10 330
822 610 882
658 461 714
582 371 462
636 178 860
911 617 978
810 918 341
488 719 633
486 277 577
260 127 392
610 805 407
565 168 286
431 916 166
297 361 521
561 114 691
387 945 825
692 454 86
565 740 148
900 326 423
169 664 652
536 545 53
791 206 119
867 661 173
374 288 1020
150 271 306
615 750 332
992 64 74
967 254 204
175 439 833
706 422 1016
830 945 198
666 165 567
486 584 207
925 563 128
265 706 158
344 111 133
803 658 801
680 162 509
13 917 932
960 732 984
943 845 950
674 253 926
511 94 335
84 411 263
439 201 736
934 258 472
332 864 209
195 695 169
841 428 818
21 492 301
624 14 67
533 434 371
791 588 552
519 282 498
307 378 1012
982 722 45
355 255 532
923 790 723
946 964 621
840 90 410
178 291 390
887 568 883
753 492 271
112 429 395
107 86 191
403 141 376
653 261 703
598 374 330
839 153 911
6 355 845
81 763 266
748 609 457
478 493 906
25 704 839
801 778 37
139 27 807
265 804 98
943 618 773
799 368 56
618 646 289
395 516 699
144 812 378
746 446 738
561 219 652
678 194 974
42 656 672
941 969 1011
12 169 589
642 684 212
601 865 921
61 632 873
984 14 109
833 118 791
639 768 978
159 547 584
516 814 862
148 570 804
813 949 888
80 550 636
93 121 200
497 404 964
329 184 962
174 459 376
525 882 706
199 702 1011
590 746 80
263 445 569
678 239 86
82 351 451
312 233 1006
650 416 565
217 893 918
914 155 692
623 539 953
862 247 207
121 9 623
590 744 545
118 695 889
530 978 888
753 409 834
287 758 664
632 265 416
531 596 77
99 852 454
385 685 1018
283 213 395
824 629 834
36 32 449
961 954 549
479 412 388
659 135 126
174 995 233
706 408 145
139 196 116
786 85 333
877 958 815
482 10 533
232 685 133
591 246 747
333 709 486
796 484 904
715 932 609
607 296 670
916 497 920
534 271 1004
16 632 322
934 245 228
320 938 506
432 751 789
677 605 444
598 472 105
802 728 775
278 881 881
373 838 50
663 215 329
928 960 1002
299 752 294
328 324 160
255 661 100
854 911 272
186 673 39
353 559 806
475 51 747
559 501 550
224 965 52
249 182 348
759 778 427
913 661 491
655 676 867
575 707 349
12 297 456
588 894 463
921 241 948
11 276 404
775 889 655
549 228 489
587 203 984
434 19 868
189 237 971
804 799 47
246 185 729
399 349 105
460 554 478
746 192 127
704 16 17
492 226 496
253 964 395
388 16 364
903 746 863
863 385 432
815 792 130
742 444 925
227 4 987
958 341 393
194 702 943
548 644 378
978 11 980
816 382 898
529 934 1021
279 871 703
946 111 650
991 482 447
366 953 144
24 447 526
19 67 1005
151 158 439
914 226 156
445 882 632
782 236 927
827 607 986
879 728 445
323 45 314
700 169 777
381 668 276
674 988 282
924 588 416
843 508 728
627 167 423
860 319 588
976 880 222
186 996 32
188 355 49
518 720 21
394 232 924
279 565 872
287 291 384
760 924 948
70 402 418
172 513 246
437 742 995
613 638 62
119 71 239
362 295 886
515 236 715
391 370 28
999 989 916
705 109 988
367 868 117
517 726 642
12 575 345
372 949 514
491 414 635
138 959 754
305 563 924
392 297 237
367 818 462
587 715 90
406 643 852
438 538 14
397 379 520
527 49 195
728 619 770
712 146 239
996 816 574
836 168 350
946 661 633
193 627 368
296 845 459
189 517 561
835 876 873
396 493 496
441 162 877
688 674 383
127 495 986
404 625 285
504 45 44
132 310 928
173 556 449
286 277 534
734 24 766
535 604 976
290 723 319
616 774 688
300 445 143
951 855 738
845 806 156
459 343 308
270 612 42
457 826 524
728 396 466
459 361 43
123 694 94
326 331 151
907 902 865
162 548 791
758 916 978
218 208 969
798 260 1000
768 762 150
824 181 504
336 771 908
311 822 410
751 498 44
795 726 895
742 760 454
474 669 485
15 291 428
776 483 69
50 851 702
541 985 793
784 809 126
32 802 570
774 10 122
103 566 972
142 664 644
787 14 886
468 388 970
251 688 816
128 151 229
537 449 818
262 601 530
517 561 1012
283 413 455
563 266 1004
159 207 883
679 379 238
182 855 782
728 396 945
909 402 52
624 437 207
434 466 582
851 266 16
325 924 48
104 928 207
608 288 470
639 616 780
989 375 7
122 203 80
826 965 254
54 683 856
899 665 543
607 847 738
544 452 594
166 448 603
862 83 148
130 223 62
481 72 373
926 279 327
415 788 275
719 45 893
239 754 415
518 95 403
167 748 758
439 123 310
753 657 606
569 221 912
519 194 326
934 563 773
980 717 678
362 432 748
379 433 299
158 722 126
776 765 370
532 522 21
758 269 106
933 638 520
580 351 353
125 743 122
44 853 860
140 786 752
664 852 74
496 97 620
68 524 125
742 649 965
872 783 792
993 925 325
153 730 297
441 233 702
406 569 402
666 300 446
84 355 846
773 276 339
600 388 913
676 602 603
470 605 825
756 892 640
974 607 305
393 141 836
932 137 203
121 781 985
273 37 568
598 742 652
288 489 346
124 191 486
318 719 98
399 282 982
496 620 720
876 104 885
792 719 362
458 761 770
275 244 560
477 339 840
309 996 898
89 667 81
631 152 520
660 658 380
132 201 94
733 927 828
419 470 763
708 103 786
410 47 671
468 402 386
762 78 996
498 743 871
154 711 72
8 537 82
571 497 855
862 163 240
85 739 666
871 446 652
266 829 626
105 39 330
343 354 143
259 439 752
417 204 543
155 177 327
180 980 907
306 646 97
298 965 620
967 870 447
508 975 771
138 882 303
534 423 910
212 397 226
499 3 1001
226 716 125
298 939 891
597 109 898
828 632 153
862 610 496
110 881 263
725 765 455
347 624 821
744 401 157
355 487 140
615 218 611
317 193 60
913 839 743
582 706 214
960 346 214
481 958 773
983 700 727
262 720 258
858 625 574
857 595 452
270 508 708
955 500 681
766 26 1012
987 565 711
821 443 379
249 534 96
922 476 839
869 962 592
488 153 384
867 40 386
67 417 190
688 502 272
232 715 143
478 279 715
836 849 513
671 824 497
946 970 430
772 640 495
334 221 853
412 533 86
988 483 786
573 924 969
482 904 727
266 441 894
93 722 661
111 512 678
669 744 236
150 237 101
615 606 297
55 382 418
839 34 481
871 905 569
963 212 409
575 116 146
482 149 141
426 200 412
11 976 683
535 303 673
425 948 436
492 319 1000
143 935 369
324 221 7
786 845 546
758 121 94
477 846 639
84 169 731
734 851 426
732 303 34
989 591 915
809 589 154
437 347 744
674 852 678
233 767 985
101 637 39
62 102 470
296 941 344
287 81 553
897 699 524
602 899 509
981 83 796
81 480 882
7 465 372
363 310 993
815 763 336
369 334 448
155 570 30
373 453 1005
874 802 668
846 495 101
21 309 563
133 76 831
370 940 402
586 82 965
58 687 365
222 967 514
804 708 195
113 730 770
9 663 1008
136 591 517
370 568 368
110 180 135
398 363 720
388 211 131
675 433 846
900 837 521
104 852 317
551 722 1020
137 218 435
536 49 62
862 145 449
68 76 75
269 550 466
460 424 920
479 301 115
691 925 550
683 804 68
793 917 542
672 871 66
486 554 675
993 569 407
599 984 44
451 322 100
890 31 59
414 115 52
557 372 763
907 469 143
473 347 721
963 363 563
911 571 331
251 785 401
989 900 479
179 726 633
293 184 914
214 782 49
168 858 420
280 339 758
690 945 759
343 761 438
705 501 628
938 345 259
871 980 961
548 321 184
907 394 927
48 340 794
924 436 723
812 145 991
758 608 460
614 809 760
673 364 757
496 67 61
849 933 491
370 871 86
599 677 723
765 473 68
758 190 239
94 48 886
170 32 367
317 155 636
714 989 330
701 833 810
588 468 733
937 404 855
272 890 226
200 432 340
981 918 307
671 138 529
29 936 912
407 814 592
193 1000 825
653 644 15
413 909 841
403 733 378
125 162 822
398 94 784
251 255 491
683 995 844
780 939 276
115 887 726
126 513 726
969 846 468
132 931 844
358 748 614
372 131 422
556 290 742
101 687 733
599 96 375
35 342 897
74 665 774
730 798 657
5 147 754
191 505 59
263 781 851
226 948 533
358 925 324
341 964 982
459 19 748
94 431 288
985 898 907
592 527 381
812 255 911
16 869 276
476 157 157
514 183 476
97 907 333
373 651 256
869 378 601
905 34 243
311 56 328
18 957 50
165 918 379
277 5 404
925 192 519
967 647 492
332 908 464
184 93 905
567 553 485
792 751 161
483 606 427
735 366 533
491 861 518
47 855 21
300 293 325
443 608 710
644 953 587
798 921 40
684 330 862
518 385 144
401 848 6
266 187 613
910 213 183
295 932 453
131 741 978
771 460 601
955 991 642
376 419 812
883 968 389
46 809 332
880 355 622
245 168 725
347 657 796
576 196 227
659 629 393
418 809 197
252 525 71
595 129 747
434 383 68
288 373 53
344 40 317
630 942 141
950 187 972
613 663 383
607 882 68
549 144 916
568 798 216
518 280 724
266 160 398
875 249 258
68 345 774
550 113 961
17 699 538
10 880 625
887 976 192
921 784 56
781 488 883
993 297 23
698 43 60
258 330 458
377 29 447
491 854 479
249 35 149
540 262 573
194 734 191
238 691 1002
132 89 762
598 695 781
854 107 337
365 319 893
59 838 242
211 743 983
101 32 254
524 688 614
914 96 271
112 286 541
65 478 3
833 506 196
77 789 963
561 641 475
566 971 520
577 326 273
29 711 424
455 60 829
785 529 334
927 298 297
81 726 520
828 835 87
19 68 121
913 253 521
599 150 305
647 456 294
249 189 758
260 780 167
414 709 4
491 204 170
688 56 689
936 290 153
896 18 711
692 309 741
72 330 142
547 946 649
275 612 312
725 753 559
7 206 264
696 506 895
987 143 607
390 245 388
108 106 925
701 322 173
289 667 679
711 694 221
646 897 691
206 245 242
293 497 446
956 47 49
791 565 453
170 733 601
337 608 300
731 867 101
411 206 246
62 701 562
314 939 22
731 951 313
261 948 696
890 293 220
572 197 366
239 574 699
933 581 722
231 58 866
516 71 735
96 85 363
138 625 67
182 412 381
142 177 100
68 150 563
54 741 532
892 915 801
506 262 836
66 782 398
325 895 189
669 411 854
994 280 55
500 353 27
830 543 885
329 470 120
141 267 528
800 934 244
12 315 36
58 493 421
224 9 763
324 255 259
124 333 582
434 120 347
534 764 305
971 592 307
375 362 855
923 548 246
50 972 817
771 436 195
885 283 190
831 515 160
674 217 373
130 165 720
50 229 948
618 635 817
46 742 842
225 328 1005
924 480 794
726 699 413
457 634 269
717 785 467
250 555 533
78 754 559
33 782 639
370 230 283
385 684 715
629 991 644
871 167 759
771 404 610
947 348 605
542 937 643
175 581 421
648 813 203
610 987 463
623 292 734
277 926 197
238 157 998
785 193 43
695 1 97
769 50 887
874 840 595
437 756 879
534 241 107
517 898 871
681 632 712
16 555 989
917 226 310
496 974 1020
567 67 256
83 196 111
157 914 512
260 50 314
454 359 711
517 574 84
551 247 141
588 190 448
133 891 202
815 752 427
16 164 981
892 583 922
701 519 224
947 970 972
76 800 673
429 140 206
550 245 154
107 356 785
561 874 982
660 603 943
387 627 567
545 581 57
54 196 331
441 823 189
431 820 929
998 20 512
363 896 716
340 858 816
403 221 993
755 359 544
291 413 689
485 643 1000
307 952 124
976 822 303
475 392 827
6 651 980
532 507 322
248 430 618
35 844 88
575 306 329
873 150 307
127 883 913
990 434 367
440 143 904
486 983 925
167 34 913
140 223 571
500 322 701
958 183 892
231 789 98
170 155 974
207 183 925
925 228 917
731 157 477
918 631 609
582 315 197
756 466 288
692 723 15
665 755 34
209 662 665
717 298 357
752 448 585
714 588 392
24 877 923
134 217 86
18 748 53
863 354 805
26 649 427
798 989 64
370 713 463
556 871 451
385 736 55
764 750 249
378 12 735
790 371 856
735 952 234
119 430 319
452 164 426
186 502 739
244 407 467
86 628 789
612 345 592
195 660 671
579 873 820
414 187 668
27 417 236
228 207 421
599 425 798
463 731 899
640 908 734
986 991 786
938 358 345
708 475 419
997 797 212
598 310 569
75 392 726
837 625 303
615 928 850
851 733 285
157 437 395
92 967 766
482 920 818
751 225 328
968 141 499
399 337 742
450 754 946
310 134 112
819 185 528
941 262 793
990 302 469
732 250 981
956 554 220
654 822 1008
596 563 630
986 661 24
603 134 412
425 699 817
143 567 188
963 904 443
95 517 776
621 269 290
159 651 989
75 720 549
664 660 817
796 718 813
482 409 933
376 43 117
420 848 887
775 673 926
928 379 569
250 285 458
179 703 838
356 773 488
48 758 377
282 119 271
771 609 147
168 461 211
199 127 512
455 64 858
291 370 91
240 291 269
521 2 713
148 960 286
694 930 855
253 494 157
779 165 777
944 259 500
892 801 680
276 192 745
505 438 597
515 818 27
571 143 217
386 412 813
930 752 435
267 953 286
267 903 723
665 360 983
482 389 391
526 298 301
27 700 624
879 993 764
449 595 868
466 73 354
593 590 541
469 47 638
389 880 549
101 263 186
542 789 149
445 545 546
863 175 1003
543 626 767
842 259 248
725 997 276
728 471 80
78 730 168
400 246 171
922 880 796
421 587 39
654 565 27
752 125 323
45 811 205
510 943 481
785 609 461
750 525 225
842 189 443
834 546 39
914 367 724
984 695 545
815 311 1023
170 505 734
386 719 338
378 826 13
597 488 171
446 346 537
325 944 663
551 980 320
516 989 181
575 830 744
374 927 102
372 584 642
190 818 518
30 320 810
424 736 315
263 438 14
297 329 325
406 417 504
122 221 463
162 364 932
125 161 857
671 15 850
826 275 76
96 997 453
406 406 553
964 503 347
32 532 31
926 306 43
455 685 698
585 972 452
1000 738 375
963 955 640
413 824 649
604 184 474
779 456 635
14 266 730
819 576 407
88 584 846
161 672 390
913 763 478
911 652 283
204 981 950
391 768 917
319 543 928
191 490 322
488 593 153
980 19 439
495 772 143
426 86 52
428 288 629
275 734 974
676 334 479
29 39 166
392 358 352
518 604 382
529 590 422
247 195 571
418 737 508
103 905 206
6 57 957
969 113 784
559 955 700
571 766 451
253 989 768
547 946 368
373 641 640
56 390 597
311 687 618
475 656 461
496 162 904
70 512 448
552 71 690
374 583 438
954 763 812
327 272 308
145 754 37
335 512 366
730 624 50
626 293 63
367 681 501
796 346 652
810 34 992
922 22 906
942 905 439
493 266 592
158 150 892
355 746 151
273 912 533
123 156 469
823 787 195
30 296 215
562 782 148
384 659 978
830 795 711
57 687 458
77 292 272
169 604 690
616 281 34
24 791 1
787 997 882
638 154 420
667 299 156
374 973 220
717 679 265
516 602 381
922 933 839
692 567 89
41 841 601
554 6 360
301 659 222
675 809 540
40 342 846
815 880 334
946 312 240
22 497 571
91 546 559
918 496 835
567 848 584
342 522 926
186 169 964
562 494 767
517 396 740
105 929 326
798 12 518
972 977 397
355 701 821
396 963 841
604 302 1022
478 354 1012
94 696 336
458 480 199
885 770 197
570 168 92
686 974 178
525 629 347
582 484 451
248 248 161
657 76 304
321 872 483
913 530 135
453 599 636
118 511 898
874 954 257
187 400 298
269 162 786
866 977 877
423 145 51
305 177 860
121 787 614
844 33 143
996 539 101
838 792 651
388 770 825
838 237 775
769 630 280
850 947 714
800 114 346
577 106 175
114 640 302
151 939 511
704 154 166
638 670 97
939 829 819
101 520 756
887 993 581
984 544 590
239 341 853
40 496 43
905 881 103
962 777 723
790 689 247
802 914 430
278 368 694
318 858 736
135 383 230
288 480 214
877 378 741
568 292 927
414 190 268
85 206 11
317 818 865
858 193 984
986 379 577
117 496 943
463 114 805
342 187 378
910 100 871
174 152 309
63 602 350
221 228 72
356 526 705
862 437 288
867 749 926
525 459 167
774 420 819
832 120 571
230 378 358
843 357 549
666 454 97
147 691 494
73 422 672
825 648 799
554 782 153
238 960 862
524 550 585
243 796 408
199 648 248
990 666 255
611 129 547
677 300 86
392 640 670
9 254 1004
402 826 909
624 445 583
722 611 718
248 866 585
191 986 681
893 950 240
579 784 175
250 677 382
163 982 648
589 171 270
116 325 700
597 652 808
286 754 783
430 21 40
215 181 61
976 99 204
20 803 98
562 248 34
672 860 584
417 304 258
284 307 443
769 158 205
826 916 714
200 592 968
38 401 858
388 493 975
174 256 310
555 466 226
789 901 615
609 967 775
125 479 509
814 511 46
256 709 366
175 623 409
81 966 52
624 722 1016
814 188 481
168 580 101
957 22 555
547 326 64
661 607 535
394 117 578
612 471 667
139 227 214
732 486 374
742 641 298
752 880 767
78 150 972
997 778 628
32 439 812
791 771 949
536 311 894
229 406 817
961 575 764
643 344 123
864 962 881
670 104 252
102 384 894
779 127 760
317 966 656
254 997 706
61 585 853
49 146 155
65 883 984
731 412 623
247 655 550
595 467 484
476 559 73
384 405 749
382 621 75
957 823 849
13 287 438
478 600 46
874 948 620
401 113 126
169 505 200
119 147 937
966 9 420
384 40 643
100 182 620
486 115 671
384 437 345
39 639 660
759 891 413
526 584 652
279 827 60
437 590 16
332 837 706
922 356 236
463 315 139
730 547 103
742 566 175
483 165 830
66 59 575
489 126 470
503 60 358
282 560 816
239 900 702
350 263 878
406 726 715
975 675 545
220 174 452
258 935 135
475 994 921
275 594 793
72 921 897
664 288 710
972 665 9
99 147 933
312 877 926
32 192 854
709 196 84
441 269 631
13 821 49
331 442 944
716 645 428
165 194 269
903 794 752
943 915 13
549 260 133
834 961 236
557 719 485
569 152 420
251 927 497
215 695 656
232 551 234
580 139 968
503 99 48
837 822 100
454 426 729
464 778 113
923 978 716
416 468 811
258 377 872
187 407 851
398 323 858
313 243 346
675 590 281
730 570 391
705 952 990
121 758 595
950 81 1022
446 766 955
621 454 494
287 64 271
549 249 299
864 143 967
141 411 997
275 25 215
482 642 899
919 216 712
500 200 404
342 102 441
576 150 521
702 168 880
345 547 989
561 25 131
432 730 254
375 125 79
649 359 960
268 435 577
543 354 977
437 257 336
436 947 936
102 395 637
273 278 227
583 383 651
528 760 215
525 740 203
761 270 872
841 126 446
992 782 471
561 880 568
565 813 263
145 498 107
213 104 858
886 605 916
212 124 740
558 996 280
298 49 744
431 820 175
648 395 361
752 504 115
313 71 534
759 550 31
276 197 667
711 599 480
490 165 133
701 759 567
691 442 6
177 117 863
317 625 805
551 776 189
857 121 712
728 404 908
919 660 6
980 211 398
558 45 570
678 915 797
762 763 998
326 555 837
594 252 852
165 210 984
103 135 50
887 651 323
613 658 226
417 285 457
774 28 212
209 363 39
487 876 952
79 892 81
714 78 159
772 810 792
45 975 950
395 196 820
70 459 75
704 555 565
73 506 951
131 548 598
464 941 971
114 744 686
560 70 1016
484 306 717
618 10 82
560 139 341
693 275 118
160 652 911
41 359 817
856 712 722
917 270 780
966 33 257
651 376 35
80 198 881
608 978 675
358 12 835
321 346 664
315 135 387
367 990 435
283 582 275
403 799 407
843 718 547
487 599 324
193 682 49
901 775 740
324 477 503
437 970 24
570 728 861
474 214 586
743 817 808
959 898 446
940 768 878
169 403 682
49 444 281
861 245 49
604 659 976
527 797 702
997 394 563
560 292 642
757 831 430
221 98 153
899 730 352
877 530 36
437 195 301
438 459 942
148 547 983
435 720 118
804 140 508
639 264 208
875 652 967
725 565 724
94 795 786
195 263 369
284 92 939
342 80 327
994 61 836
975 620 793
872 489 908
629 999 315
875 410 208
905 990 868
694 146 283
993 614 427
978 389 616
459 369 853
63 88 700
298 773 321
974 861 837
644 258 4
645 687 144
780 257 433
319 53 667
556 344 458
979 538 58
956 429 925
50 85 680
874 367 395
259 466 1010
613 309 484
333 368 117
122 678 275
765 177 1009
903 19 653
436 318 481
736 891 82
245 645 323
191 155 233
155 697 661
42 90 403
314 959 376
394 199 102
196 536 1007
113 463 75
34 907 758
963 550 996
119 882 75
400 247 826
684 222 433
455 378 230
425 832 519
620 656 289
709 125 355
512 343 931
307 340 378
802 240 58
466 170 201
985 541 566
624 724 533
844 11 179
410 291 123
431 932 978
43 418 67
256 517 44
708 854 37
84 593 406
961 256 977
993 95 924
415 678 260
455 914 269
792 802 14
736 931 418
736 659 752
93 45 491
989 631 1
381 564 215
653 160 882
686 460 243
438 822 227
466 584 211
955 19 388
596 960 129
878 389 136
178 874 844
458 667 234
316 876 434
914 322 128
865 728 655
746 914 799
49 94 726
829 189 16
389 737 847
834 149 13
225 817 985
669 237 694
348 254 451
617 872 872
975 216 45
131 543 409
437 388 1011
130 535 396
145 499 17
483 19 716
696 766 391
321 759 716
958 118 506
328 698 1020
403 352 687
671 358 320
634 679 687
203 213 281
28 621 409
339 670 164
75 421 957
7 579 378
657 582 949
891 251 225
859 603 316
222 452 215
544 711 254
399 910 423
694 393 248
617 775 262
798 208 439
474 634 268
840 330 530
404 867 147
947 599 178
490 323 443
101 426 545
165 994 761
392 801 76
292 494 880
732 857 114
523 770 13
617 836 767
721 513 968
225 344 130
292 787 611
149 265 771
248 633 290
291 65 891
88 777 317
262 987 394
928 188 145
274 578 527
361 76 1001
286 745 248
653 419 556
893 347 120
449 696 192
386 513 307
423 314 444
317 617 534
622 995 994
449 212 209
588 779 155
762 749 1002
293 4 641
146 282 795
94 693 432
743 549 857
162 190 874
27 238 8
98 915 211
358 973 194
875 428 486
409 282 199
833 240 342
479 65 81
968 553 65
423 648 747
996 891 854
309 976 999
581 443 966
360 991 296
288 814 827
144 434 680
969 746 547
128 942 865
569 480 611
53 706 393
822 88 687
471 56 282
136 748 43
29 968 40
508 524 301
341 763 992
506 557 965
169 152 966
615 901 933
300 507 169
91 145 360
59 892 947
285 99 651
520 946 1009
854 825 527
475 538 454
999 709 306
434 372 480
572 309 990
415 692 679
990 139 862
777 116 295
143 302 1006
457 893 667
152 484 786
163 386 223
366 531 896
381 583 536
528 422 676
532 186 547
871 901 920
610 205 736
451 814 337
644 621 209
535 364 1021
639 515 15
284 310 103
709 264 527
232 982 789
611 605 562
459 590 526
823 325 219
947 696 224
219 346 566
399 161 791
805 678 2
697 943 848
470 817 131
93 195 436
962 238 603
635 331 649
142 380 594
817 488 877
682 592 273
488 386 897
219 607 256
980 845 665
398 531 903
432 54 533
79 457 921
846 969 941
596 358 952
453 648 465
662 358 912
942 421 573
570 413 274
986 530 855
151 182 89
278 69 68
295 341 320
836 757 319
330 308 267
688 357 421
600 496 321
600 847 122
219 349 475
757 929 436
671 14 453
101 986 288
142 973 6
284 679 10
330 202 931
416 977 569
105 210 627
685 246 580
393 545 675
898 18 147
365 931 354
357 518 891
423 478 845
778 985 741
509 971 252
469 514 437
385 527 723
128 386 153
336 888 384
277 618 177
519 78 362
397 967 667
784 320 621
19 350 671
716 134 102
173 764 701
206 607 716
128 365 965
137 854 741
17 540 119
957 695 430
975 885 204
934 190 574
233 112 827
407 493 767
731 82 652
596 401 409
649 862 744
608 703 794
157 696 509
761 511 395
869 607 21
507 181 182
536 148 273
246 663 657
768 820 918
749 572 907
403 499 359
139 583 809
98 914 975
370 890 698
562 539 320
26 787 887
251 804 151
938 454 463
727 818 308
951 764 479
756 909 151
917 275 861
379 880 218
333 173 441
350 322 321
792 223 176
593 418 47
625 745 357
211 720 24
392 214 337
593 141 374
141 375 191
299 878 268
200 124 720
184 639 353
836 598 60
594 203 79
48 706 1009
212 393 396
721 392 403
512 721 822
626 924 126
546 791 294
25 908 665
512 461 823
625 389 770
871 867 390
938 754 73
350 458 925
42 226 285
225 550 280
975 692 467
15 723 883
646 525 317
593 55 217
647 2 186
921 527 613
543 899 679
508 321 590
463 394 798
683 206 63
90 482 854
487 310 469
287 127 302
400 909 909
666 747 774
994 901 490
432 543 221
805 610 471
431 286 63
797 540 595
465 741 846
895 197 1015
594 88 284
211 412 622
328 345 618
698 453 494
870 599 582
301 901 590
270 114 335
385 810 117
48 473 776
798 498 258
185 407 43
644 537 107
794 330 331
424 13 442
944 83 142
291 283 713
511 619 108
589 301 337
919 369 370
112 194 88
363 571 390
451 702 4
442 263 901
660 659 891
156 637 494
550 157 786
609 837 884
474 237 508
876 701 346
919 619 707
470 341 68
831 265 233
128 617 256
995 254 615
175 18 530
821 39 957
279 923 341
950 216 921
52 957 1014
600 427 990
852 238 95
389 336 449
605 178 633
777 93 232
60 308 109
713 244 507
463 19 523
777 998 777
986 343 621
102 240 622
606 260 664
160 309 881
136 77 302
882 342 588
346 200 527
98 306 565
169 291 355
215 415 348
7 657 376
127 570 874
184 906 255
733 339 44
537 727 83
955 514 396
825 17 668
951 122 845
614 166 637
518 551 654
495 779 544
133 753 109
975 891 104
727 15 293
579 915 707
266 776 46
460 97 436
367 195 304
782 745 167
382 110 463
377 611 639
249 333 788
434 529 137
750 127 769
374 516 305
103 16 482
510 667 768
311 269 805
309 534 310
647 303 749
1 245 914
518 122 120
523 904 537
673 35 194
727 763 663
43 175 316
725 78 90
22 600 433
717 471 677
946 860 321
722 486 963
138 998 2
313 637 769
307 557 81
834 756 688
264 170 902
399 119 504
251 783 821
900 910 249
832 494 493
746 48 491
295 383 569
24 699 25
8 874 659
53 786 216
700 370 275
661 508 694
127 698 535
296 302 92
40 618 44
399 367 363
603 426 388
107 673 925
666 328 601
327 441 265
790 802 647
408 867 390
737 356 1019
672 774 805
329 14 886
555 301 271
356 530 264
243 275 562
5 143 152
866 757 31
486 444 166
989 360 360
457 93 362
562 524 715
629 619 723
772 551 637
852 294 829
679 261 886
205 307 563
977 331 88
447 395 799
954 496 144
536 933 650
660 347 399
178 723 210
452 677 183
210 164 530
972 874 743
173 849 472
43 681 684
103 790 1013
854 288 633
714 431 868
222 622 630
194 209 876
951 482 410
224 326 174
548 711 702
15 402 477
507 855 524
332 1000 11
74 547 343
16 881 44
332 5 831
831 633 565
90 524 240
882 938 254
25 143 994
905 846 817
292 483 12
690 250 869
594 972 478
956 48 299
280 1000 851
159 465 251
624 408 284
574 193 854
964 687 545
531 513 692
652 70 337
958 835 607
700 941 675
941 345 347
832 503 820
7 635 361
774 85 197
668 701 41
953 35 482
137 340 452
897 159 841
848 421 64
840 897 523
910 336 992
333 646 981
811 995 397
678 43 844
289 21 592
593 44 385
790 171 213
860 262 742
542 198 260
298 367 391
600 385 471
950 705 873
536 845 811
286 628 314
708 749 129
673 921 251
75 795 549
992 244 698
680 480 439
412 237 660
937 221 80
422 919 76
818 392 583
382 434 422
870 490 362
692 632 879
755 779 596
78 166 434
150 873 501
672 162 629
487 463 571
477 358 444
883 640 76
798 548 143
456 311 21
554 129 93
96 800 280
160 972 205
471 68 147
671 818 85
614 752 664
487 333 438
726 747 7
706 612 821
811 417 528
403 758 333
36 73 946
367 78 632
592 864 620
826 868 432
530 243 21
64 284 206
33 491 124
638 316 934
615 509 654
173 907 249
653 30 174
690 936 250
864 769 678
657 36 53
149 547 719
476 736 758
507 303 680
773 305 344
666 657 988
26 881 315
859 228 802
643 40 370
969 847 764
817 708 459
128 119 661
462 45 502
3 552 734
288 390 963
267 785 175
685 404 450
217 362 746
116 22 135
100 880 497
778 968 80
972 633 906
481 340 580
444 428 393
393 100 563
873 245 192
135 361 863
592 216 781
267 453 3
821 723 500
639 891 367
640 197 437
227 446 447
457 904 459
25 377 728
61 760 472
280 496 510
764 886 396
616 846 790
947 93 46
64 439 437
323 172 1018
83 899 1017
359 166 302
34 377 763
228 915 768
337 656 605
522 329 787
165 979 799
234 974 269
564 806 523
531 466 166
436 391 806
354 223 804
237 906 775
947 750 697
450 415 430
804 939 260
328 4 409
263 588 801
20 629 182
698 86 67
152 691 247
654 415 119
686 170 516
954 913 953
314 6 13
128 796 928
130 642 404
42 399 821
395 978 323
5 99 328
128 818 720
396 370 876
42 326 492
522 304 545
347 764 58
306 860 622
269 368 612
877 928 106
125 929 407
229 894 685
417 497 485
482 645 48
288 321 130
927 780 379
43 970 111
184 539 665
652 431 691
926 394 147
619 41 863
549 812 658
101 777 78
853 710 86
